24/3/2022 7:26 | /responses.js(139) | 8neA883pWRlwpwkELsRvjwTipQ4gHtEd | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/completeForm | Request : {} | Error : Bad Request
24/3/2022 8:38 | /responses.js(139) | Vnj2JD4lRtKT6vXpEb2sVWLArORb1vur | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:39 | /responses.js(139) | brWcUHdiCEjQ6bA5unfH9KPBCeQhUpQH | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:39 | /responses.js(139) | PvXaez9BTDIAEd3paySGZ6WczbVLRQrG | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:39 | /responses.js(139) | H3FAvOq0ulS8QsAik7pEO7UOYOIusC3h | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:39 | /responses.js(139) | g5hd6jQQnDXvLHgy4sJuV0W2OAJeKi7V | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:40 | /responses.js(139) | k7omHtOFFgA1YdBN5S4Jt18LrqUpxrv3 | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:40 | /responses.js(139) | KZcZh70dOIoaoa7uOEqym1mFTdKM8vjh | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:40 | /responses.js(139) | jUEgvO7jUhQEwJFNO7MoFWdQnCJMRHZF | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:41 | /responses.js(139) | K81BcNZuPwhwx831xnhAVxVLAWy81uVx | [error] | URL : http://doodlebluelive.com:2122/api/v1/roles/addRole | Request : {} | Error : Bad Request
24/3/2022 8:58 | /responses.js(139) | dhQ4XS1DHYVx1000UuAZ5WoYwIFjJv4W | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 8:58 | /responses.js(139) | 4SFkTEtfHPRPQ0SlGxITkMQWJ8gKkfQq | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:00 | /responses.js(139) | d8HCxu2ASe3XyEkN2X76Vq2YnYFHJkZJ | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:00 | /responses.js(139) | HK7xAmqkGaucu5VKuy7CxNaTQf0D719p | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:01 | /responses.js(139) | MXRJAwontgVAjV5ZhS4gh6OHqC2UmUaw | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:01 | /responses.js(139) | Z7M1brYjulV4Vj8bWnU0PUblmvSxYj7K | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:01 | /responses.js(139) | LGvFmAIYKKBJy2AYfmAkNfG9DN1AGePj | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:01 | /responses.js(139) | cthd3n9SHGnsJBfb5yt77Syrj0ByK3pb | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:03 | /responses.js(139) | XmFY1qRrMdqr2mzYldViyQzWEpz9cGUN | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:03 | /responses.js(139) | WCIhHkKvA7bEst4Pm0WPnsHmho3GEdBC | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:05 | /responses.js(139) | XJSjx3uHZXag8HtX6INYLLFORLKzXVph | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:05 | /responses.js(139) | WAHFHg04RYo5oJzOL5lV3at3VOA79IiL | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:08 | /responses.js(139) | pfXu40pgx9T4oPk9PBXw36er2NZ20olV | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:50 | /responses.js(139) | onTmS28EGALC8r9XgBc8zKkKMdOhGEAt | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 9:51 | /responses.js(139) | yt9Azyq400pwYhbpwoSuEyA6EFSp8Alr | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | sLOWQFLeP9nQrXRHw0JzKdOHzACUiStK | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | TuhicsAJuYkZC27WIwNuY4djsTppzKKI | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | IsNzA7LK452BPJeeDkHpgHmRZub2vQE9 | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | tkUCwLINp9RCaLaGF2BMhIZ9IBk2zmQ3 | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | lQuDsJxeEhlCDqa1UJazEYSL70LcRxIR | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | 4h3wTEIr6bqWKNBV3hb5M3Xz4SzBfepY | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | hgAj66iLmtUvMgkvIANAhrwPc39xdO6i | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | JjbQPqpqRHWHgTdLE3Z2PLEJrkEulPcg | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | F5dZYbQsk6tOpDddejG63EsJrbbX3ZmW | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 10:30 | /responses.js(139) | JXr1yqYkjPWy7I18oiAHH7EvsdrrzLMp | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 11:25 | /errorHandler.js(7) | r2wALpRKqzR7vd5lPXcnFKV7eVy8Poom | [error] | IP - ::ffff:14.97.124.146 | URL : http://doodlebluelive.com:2122/api/v1/land/download?search=Yel | GET | Request : {} | Error : Sort is not defined
24/3/2022 11:37 | /responses.js(139) | ZRH7u0p9XJeyOAVEmUPLAV50S0KLRJT0 | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 11:53 | /responses.js(139) | wrnmBtA2SWqLiumOMSJfdU7IWtyKSdbt | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:06 | /responses.js(139) | r1YW4lG0pBXTCJ1lbv4bUqo5EdDbuyjS | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:07 | /responses.js(139) | kjj3DbLHa3JTt4JVZ28guzR9kJC7P82T | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:17 | /responses.js(139) | sjXhOjdoa38LQNJ24rpqTfl7ZeT5xc7O | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:18 | /responses.js(139) | AWFV9OxQQaD5UGpBc0YTftTrUPUslEG2 | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:21 | /responses.js(139) | FFEFpCdKYn9ecESkmVV64qSxtfRBNgI1 | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:21 | /responses.js(139) | wLk0LoO1ygr8PM2Hd5yahtED3VahDFXX | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:22 | /responses.js(139) | kfKGGta9QOvZFESyEfxUK2ihbv1KKXQ2 | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/createAdmin | Request : {} | Error : Bad Request
24/3/2022 12:32 | /responses.js(139) | noSKuv8Se6EeBEJFiW2IiI1Kho8RFTlD | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:33 | /responses.js(139) | 8o5cUVyRrNA4hy9sPMlYAT1XzCLUd5B8 | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:34 | /responses.js(139) | OwDyGXIyS8ri7vb8X36JA7iFuJzUxXQj | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:34 | /responses.js(139) | f994igeUTgMkwyedqxHlqij7ppXPnhLQ | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:34 | /responses.js(139) | wks6ga1e1r9AOvI8TF1YQGvDn3Q49vcH | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:34 | /responses.js(139) | dlPnP4FFQyHmLwLQHHEtpQyAeRN8ucWw | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:34 | /responses.js(139) | OxhnL3iN03rlqEYRAy8CsVfSNYM9vgIa | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:34 | /responses.js(139) | aTZnWyqr1tqqFTaMLTvi3k7GwSBvHil5 | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:34 | /responses.js(139) | 78qFKx0ZQ9UWE0a2NvqJgz7vxuZuQXdU | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:35 | /responses.js(139) | KkQ8h0u4rGu9lX0vHpcWjmmDRZHQNStB | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:36 | /responses.js(139) | TKe2BI3wjHlmsQBcHwCdO2gz03sSIQae | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:36 | /responses.js(139) | xUpTwJMbYqsz7kt1fVv9VxhrJnnsNUtg | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:36 | /responses.js(139) | bh962JSw7YNNjwv6mPYzwy9VPoATF6aP | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:37 | /responses.js(139) | aUH8coFUU11e1b5kwmlHI8WACg9PNMrD | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:37 | /responses.js(139) | Q4Ck4a8KVFE3Yea8Ai4JhlPTrIMXekIV | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:37 | /responses.js(139) | JetN2CuildxAEFZI5v0zzx5rS4fGTsDY | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:38 | /responses.js(139) | Xo6gCAXgQS14Un2p7n0U4VZBxN55fg7e | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:41 | /responses.js(139) | qSpTOei1uIitaNQWm6PC29tXD7Fy2vsm | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:41 | /responses.js(139) | e0MnsXUqAp4yEVWXHCU0nKL9bttAcYqS | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/completeForm | Request : {} | Error : Bad Request
24/3/2022 12:41 | /responses.js(139) | uRIeQYPjrGjI6YXGjmI0CRGFzOYdLHSm | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/completeForm | Request : {} | Error : Bad Request
24/3/2022 12:41 | /responses.js(139) | w4y16DA2F0ZPIC0RQFQnVWCeNZdr8UFL | [error] | URL : http://doodlebluelive.com:2122/api/v1/user/completeForm | Request : {} | Error : Bad Request
24/3/2022 12:43 | /errorHandler.js(7) | DFJpRvxYbluObLy5Rpu4MI3DqWKjRwea | [error] | IP - ::ffff:103.225.58.144 | URL : http://doodlebluelive.com:2122/api/v1/land/bulk | POST | Request : {} | Error : Can't find end of central directory : is this a zip file ? If it is, see https://stuk.github.io/jszip/documentation/howto/read_zip.html
24/3/2022 12:46 | /responses.js(139) | ykWHEJmdRBU940A8sPlKBIUsUE0eMP9x | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:47 | /responses.js(139) | sKSfpGD11xqJfAnQRc7Cb1KHxTGuZvds | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
24/3/2022 12:47 | /responses.js(139) | chamql61wnyZoNqYFHDe2Col1XKt3vnu | [error] | URL : http://doodlebluelive.com:2122/api/v1/land/createLand | Request : {} | Error : Bad Request
